"_id","age","school","typeOfSchool","province","district","P1","P2","P3","P4","P5","P6","P7","P8","P9","P10","P11","P12","P13","P14","P15","P16","P17","P18","P19","P20","P21","P22","P23","P24","P25","P26","P27","P28","P29","P30"
"66ff6044de2873938935d15b",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d15c",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false
"66ff6044de2873938935d15d",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false
"66ff6044de2873938935d15e",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,true,false
"66ff6044de2873938935d15f",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,false,true,true,false,false,true
"66ff6044de2873938935d160",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false,true,false,false
"66ff6044de2873938935d161",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,true,true,false,true,false,true,false,false,true,true,false,false,true,false,false,false,false,true,false,false,true,false,false,false,false,false,true
"66ff6044de2873938935d162",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,false,true,true,false,true,true,true,false,true,true,true,true,true,true,false,true,false,true,true,true,true,true,true,true,true,false,false
"66ff6044de2873938935d163",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,false,true,true,false,false,false,true,false,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d164",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,false,false,false,true,false,false
"66ff6044de2873938935d165",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d166",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,true,true,false,true,false,true,true,true,false,false,false,true,true,true,false,true,false,false,true,false,true,true,true,false,false,true
"66ff6044de2873938935d167",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,true,false,true,true,true,true,false,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d168",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,true,true,false,true,false,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,false,false
"66ff6044de2873938935d169",12,"IEP Exitus","Particular","Piura","Piura",true,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d16a",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,false,false,false,false,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true,true,true,false,true
"66ff6044de2873938935d16b",12,"IEP Exitus","Particular","Piura","Piura",true,false,false,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,false,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d16c",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,false,true,true,true,true,false,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d16d",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,true,true,true,false,true,false,true,true,true,true,false,true,true,true,true,false,false,true,true,false,false,true,true,true,true,true,true
"66ff6044de2873938935d16e",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,true,true,false,false,false,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,false
"66ff6044de2873938935d16f",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,false,false,true,true,true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,true
"66ff6044de2873938935d170",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,false,true,true,false,true,true,true,false,false,true,false,false,true,false,false,true,true,false,true,false,true,true,false,false,true,true
"66ff6044de2873938935d171",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false
"66ff6044de2873938935d172",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d173",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,false,false,false,true,false,false,true,true,true,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d174",12,"IEP Exitus","Particular","Piura","Piura",true,false,false,true,true,true,true,false,false,true,false,false,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
"66ff6044de2873938935d175",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,false,true,false,false,true,false,false,true,false,true,false,false,true,false,false,true,true,true,false,true,false,true,false,true,false,true
"66ff6044de2873938935d176",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true
"66ff6044de2873938935d177",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false
"66ff6044de2873938935d178",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,false,false,true,true,true,false,true,true,false,false,true,true,true,true,true,false,false,false,false,true,false,true,false,false,true,false,false
"66ff6044de2873938935d179",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,false,true,true,true,false,true,false,true,true,true,false,true,true,false,false,false,true,true,false,true,true,true,false,true,false,true
"66ff6044de2873938935d17a",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,true,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,true,true,true,false,false,true,false,true,false,false
"66ff6044de2873938935d17b",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
"66ff6044de2873938935d17c",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,true,true,false,false,true,true,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d0b5",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,true,false,false,false,false,false,false,false,true,false,false,false,true,false,false
"66ff6044de2873938935d0b6",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,true,true,false,true,false,false,false,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false
"66ff6044de2873938935d0b7",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,true,true,true,true,true,true,false,false,false,false,true,true,true,true,false,true,false,false,false,false,true,true,false,true,false,true
"66ff6044de2873938935d0b8",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,false,true,true
"66ff6044de2873938935d0b9",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d0ba",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,false,false,false,true,false,false,false,false,false,true,false,false,false,false,true,false,false,false,false,false,true,true,true,true,true
"66ff6044de2873938935d0bb",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,false,false,false,true,false,false,true,true,true,true,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true
"66ff6044de2873938935d0bc",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"66ff6044de2873938935d0bd",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,false,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,true,true,false,false,true,true,true,false,true,false,true
"66ff6044de2873938935d0be",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,false,true,true,true
"66ff6044de2873938935d0bf",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,false,true,false,false,true,false,true,true,true,true,true,true
"66ff6044de2873938935d0c0",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,false,true,true,false,true,true,true,true,true,true
"66ff6044de2873938935d0c1",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,false,true,false,true,false,false,false,false,false,false,true,true,false,false,false,false,false,false,true,false,false,true,false,false,false,false
"66ff6044de2873938935d0c2",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,false,true,true,true,false,false,true,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,false,false,false,true,true
"66ff6044de2873938935d0c3",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,true,true,false,false,true,false,false,true,false,true,true,true,true,true,false,true,false,false,false,true,true,true,true,false,false
"66ff6044de2873938935d0c4",12,"IEP Exitus","Particular","Piura","Piura",true,false,false,false,true,false,true,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true,false,false
"66ff6044de2873938935d0c5",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,false,false,true,true,false,false,false,true,false,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,true,false,false
"66ff6044de2873938935d0c6",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,true,true,true,false,true,false,false,true,false,true,true,true,true,true,false,false,false,false,false,false,true,true,false,true,true,true
"66ff6044de2873938935d0c7",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,false,true,true,true,false,true,false,true,false,false,false,true,true,true,false,true,false,false,false,true,true,true,true,true,false,true
"66ff6044de2873938935d0c8",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,true,true,true,false,true,false,false,true,false,false,true,false,false,true,true,false,false,false,true,false,false,false,false,false,true,false
"66ff6044de2873938935d0c9",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,false,false,false,false,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,false,true,false,false,true,false,false
"66ff6044de2873938935d0ca",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,false,true,true,true,true,true,true,false,true,true,true,true,false,false,false,false,false,true,true,true,true,true,true,true,true,false,true
"66ff6044de2873938935d0cb",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,true,true,false,false,false,false,false,false,true,true,true,true,false,false,false,false,false,false,false,false,false,false,true,false,true,true,false
"66ff6044de2873938935d0cc",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,true,true,false,true,false,false,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false,false,false,true,false
"66ff6044de2873938935d0cd",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false
"66ff6044de2873938935d0ce",12,"IEP Exitus","Particular","Piura","Piura",false,false,true,false,false,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,false,false,true,false,true,false,true,true,true,true
"66ff6044de2873938935d0cf",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,true,false,false,false,false,false
"66ff6044de2873938935d0d0",12,"IEP Exitus","Particular","Piura","Piura",false,true,false,false,false,true,true,true,true,false,true,false,false,false,true,true,true,false,false,false,false,false,false,false,false,true,false,true,false,true
"66ff6044de2873938935d0d1",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,false,true,false,true,false,false,false,true,false,false,false,false,true,false,false,false,false,true,true,true,true,true,false,false,true
"66ff6044de2873938935d0d2",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,false,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true
"66ff6044de2873938935d0d3",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,false,true,true,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,true,false,true,true,false,true
"66ff6044de2873938935d0d4",12,"IEP Exitus","Particular","Piura","Piura",false,true,true,true,false,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
"66ff6044de2873938935d0d5",12,"IEP Exitus","Particular","Piura","Piura",false,false,false,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,false,false,false,true,false,false,true,true,false
"66ff6044de2873938935d0d6",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,true,false,false,false,false,true,true,false,false,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,true,false
"66ff6044de2873938935d0d7",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,true,false,true,false,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,true,true,false,true,true,true
"66ff6044de2873938935d0d8",12,"IEP Exitus","Particular","Piura","Piura",true,false,true,true,true,true,true,true,false,false,true,true,true,true,true,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false
"66ff6044de2873938935d0d9",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,false,true,true,true,true,true,false,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,false,true,true,false,true
"66ff6044de2873938935d0da",12,"IEP Exitus","Particular","Piura","Piura",true,true,false,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false,true,true,true
"66ff6044de2873938935d0db",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
"66ff6044de2873938935d0dc",12,"IEP Exitus","Particular","Piura","Piura",true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true,true
